编号,片段名,文本,语言,中文,answer,selected_model,available_models,source_text_check,target_language_check
51550,电视剧8 EP12,Since I came to the Fourth Station?,英语,从我来四所报到的时候,From the moment I reported to the Fourth Station.,dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",从我来四所报到的时候,英语
51551,电视剧8 EP12,ตั้งแต่ตอนที่ผมมารายงานตัวที่สน.สี่เหรอ,泰语,从我来四所报到的时候,ตั้งแต่ตอนที่ฉันมารายงานตัวที่สน.สี่,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",从我来四所报到的时候,泰语
51552,电视剧8 EP12,"Back at Wenhua Hotel, in addition to Li Qiushi's parents, there was a 20-year-old man got killed.",英语,文华饭店遇害的除了黎秋实的父母还有一名二十多岁的男性,"In addition to Li Qiushi's parents, a man in his twenties was also killed at Van Hwa Hotel.",dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",文华饭店遇害的除了黎秋实的父母还有一名二十多岁的男性,英语
51553,电视剧8 EP12,คนที่ถูกฆาตกรรมที่โรงแรมเหวินหัว นอกจากพ่อแม่ของหลีชิวสือแล้ว ยังมีผู้ชาย อายุยี่สิบกว่าอีกหนึ่งคน,泰语,文华饭店遇害的除了黎秋实的父母还有一名二十多岁的男性,ที่โรงแรมเหวินหัว นอกจากพ่อแม่ของหลีชิวสือแล้ว ผู้เสียชีวิตยังมีผู้ชายอายุยี่สิบกว่าปีอีกคนหนึ่ง,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",文华饭店遇害的除了黎秋实的父母还有一名二十多岁的男性,泰语
51554,电视剧8 EP12,The ID is his.,英语,你手上的证件是他的,The credential in your hand is his.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",你手上的证件是他的,英语
51555,电视剧8 EP12,เอกสารในมือของคุณคือของเขา,泰语,你手上的证件是他的,เอกสารในมือคุณเป็นของเขา,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",你手上的证件是他的,泰语
51556,电视剧8 EP12,He was Xiang Yuansheng.,英语,他才是向远生,He is the real Xiang Yuansheng.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",他才是向远生,英语
51557,电视剧8 EP12,เขาต่างหากคือเซี่ยงหย่วนเซิง,泰语,他才是向远生,เขาแหละคือเซี่ยงหย่วนเซิง,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",他才是向远生,泰语
51558,电视剧8 EP12,The real Xiang Yuansheng is a missing person.,英语,真正的向远生是失踪人口,The real Xiang Yuansheng is a missing person.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",真正的向远生是失踪人口,英语
51559,电视剧8 EP12,เซี่ยงหย่วนเซิงตัวจริง เป็นบุคคลสูญหาย,泰语,真正的向远生是失踪人口,เซี่ยงหย่วนเซิงที่แท้จริงคือคนที่หายสาบสูญ,dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",真正的向远生是失踪人口,泰语
51560,电视剧8 EP12,He has been missing for over three years.,英语,失踪年限已经超过三年,He has been missing for more than three years.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",失踪年限已经超过三年,英语
51561,电视剧8 EP12,หายตัวไปมากกว่าสามปีแล้ว,泰语,失踪年限已经超过三年,เวลาหายสาบสูญเกินสามปีแล้ว,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",失踪年限已经超过三年,泰语
51562,电视剧8 EP12,"No immediate family in Shanghai, and his landlord is his only stakeholder.",英语,在上海没有直系亲属租房的房东是他唯一的利益相关人士,"He has no immediate relatives in Shanghai, and the landlord of the house he rented is his only stakeholder.",dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",在上海没有直系亲属租房的房东是他唯一的利益相关人士,英语
51563,电视剧8 EP12,ไม่มีญาติทางสายเลือดในเซี่ยงไฮ้ เจ้าของห้องเช่า เป็นผู้มีส่วนได้ส่วนเสีย เพียงคนเดียวของเขา,泰语,在上海没有直系亲属租房的房东是他唯一的利益相关人士,อยู่เซี่ยงไฮ้ไม่มีญาติสายตรง เจ้าของบ้านเช่าเป็นผู้มีส่วนได้ส่วนเสียเพียงคนเดียวของเขา,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",在上海没有直系亲属租房的房东是他唯一的利益相关人士,泰语
51564,电视剧8 EP12,The court has passed the landlord's application and declared the man dead.,英语,法院已经通过房东的申请宣告这个人死亡了,The court has approved the landlord's application and declared this person deceased.,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",法院已经通过房东的申请宣告这个人死亡了,英语
51565,电视剧8 EP12,ศาลได้อนุมัติ คำร้องของเจ้าบ้าน ประกาศให้คนผู้นี้เสียชีวิตแล้ว,泰语,法院已经通过房东的申请宣告这个人死亡了,ศาลได้อนุมัติใบคำร้องของเจ้าของบ้าน ประกาศว่าคนผู้นี้เสียชีวิตแล้ว,dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",法院已经通过房东的申请宣告这个人死亡了,泰语
51566,电视剧8 EP12,"On the way out of the pawnshop, you asked me if I knew Deng Mingyuan.",英语,从当铺出来的时候你问我认不认识邓铭远,"When we came out of the pawnshop, you asked me if I knew Deng Mingyuan.",dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",从当铺出来的时候你问我认不认识邓铭远,英语
51567,电视剧8 EP12,ตอนที่ออกมาจากโรงรับจำนำ คุณถามผมว่ารู้จักเติ้งหมิงหย่วนไหม,泰语,从当铺出来的时候你问我认不认识邓铭远,ตอนออกจากโรงรับจำนำ คุณถามฉันว่าฉันรู้จักเติ้งหมิงหย่วนไหม,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",从当铺出来的时候你问我认不认识邓铭远,泰语
51568,电视剧8 EP12,You said this certificate was entrusted to you by a friend.,英语,你说过这张证件是受朋友所托,You said you were holding this ID for a friend.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",你说过这张证件是受朋友所托,英语
51569,电视剧8 EP12,คุณเคยบอกว่า เอกสารแผ่นนี้ได้รับการไหว้วานจากเพื่อน,泰语,你说过这张证件是受朋友所托,เธอเคยบอกว่าบัตรใบนี้น่ะ มีเพื่อนวานมาอีกที,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",你说过这张证件是受朋友所托,泰语
51570,电视剧8 EP12,"Whoever gave it to you, I think he trusted you enough to give it to you.",英语,不管是谁给你的我想他都非常地信任你才会把这个交给你,"No matter who gave it to you, I believe they must trust you deeply to entrust this to you.",dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",不管是谁给你的我想他都非常地信任你才会把这个交给你,英语
51571,电视剧8 EP12,ไม่ว่าใครเป็นคนให้คุณ ผมว่าเขาคงไว้ใจคุณมาก ถึงได้มอบสิ่งนี้ให้คุณ,泰语,不管是谁给你的我想他都非常地信任你才会把这个交给你,ไม่ว่าใครจะเป็นคนให้คุณมา ฉันคิดว่าเขาคงจะเชื่อใจคุณมาก ๆ ถึงได้มอบสิ่งนี้ให้คุณ,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",不管是谁给你的我想他都非常地信任你才会把这个交给你,泰语
51572,电视剧8 EP12,"I knew a person who believed in me very much, and he said I could be a good cop.",英语,我曾经也遇到过一个非常信任我的人他说我能做一名好警察,I once met someone who trusted me very much. He said I could be a good cop.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",我曾经也遇到过一个非常信任我的人他说我能做一名好警察,英语
51573,电视剧8 EP12,ผมเองก็เคยพบคนที่ ไว้ใจผมมากคนหนึ่ง เขาบอกว่าผมเป็นตำรวจที่ดีได้,泰语,我曾经也遇到过一个非常信任我的人他说我能做一名好警察,ฉันเคยเจอคนที่ไว้ใจฉันมากคนหนึ่ง เขาบอกว่าฉันสามารถเป็นตำรวจที่ดีได้,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",我曾经也遇到过一个非常信任我的人他说我能做一名好警察,泰语
51574,电视剧8 EP12,"I think when he said that, it was a decisive moment for me.",英语,我想他在说这句话的时候也是我的决定性时刻,I think the moment he said those words was my defining moment as well.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",我想他在说这句话的时候也是我的决定性时刻,英语
51575,电视剧8 EP12,ผมว่า ตอนที่เขากำลังพูดประโยคนี้ คงเป็นช่วงเวลาชี้ขาดของผมเหมือนกัน,泰语,我想他在说这句话的时候也是我的决定性时刻,ฉันคิดว่าตอนที่เขาพูดประโยคนี้ออกมา ก็เป็นช่วงเวลาที่ชี้ชะตาของฉันเหมือนกัน,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",我想他在说这句话的时候也是我的决定性时刻,泰语
51576,电视剧8 EP12,I just don't know if I'll ever see him again.,英语,只是不知道今后还有没有机会见到他,I just don't know if I'll ever get the chance to see him again.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",只是不知道今后还有没有机会见到他,英语
51577,电视剧8 EP12,เพียงแต่ไม่รู้ว่าหลังจากนี้ ยังจะมีโอกาสได้พบเขาอีกไหม,泰语,只是不知道今后还有没有机会见到他,เพียงแต่ไม่รู้ว่าวันข้างหน้า จะยังมีโอกาสได้เจอเขาอีกไหม,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",只是不知道今后还有没有机会见到他,泰语
51578,电视剧8 EP12,When did you arrive at Shanghai?,英语,什么时候到的上海,When did you arrive in Shanghai?,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",什么时候到的上海,英语
51579,电视剧8 EP12,มาถึงเซี่ยงไฮ้ตั้งแต่เมื่อไรครับ,泰语,什么时候到的上海,มาถึงเซี่ยงไฮ้เมื่อไร,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",什么时候到的上海,泰语
51580,电视剧8 EP12,"The Ministry of Military Affairs has decided to extradite Deng Mingyuan to Nanjing, and transfer him to the Central Military Prison.",英语,军政部决定将邓铭远押解回南京移交至中央军人监狱,The Ministry of Military Affairs has decided to escort Deng Mingyuan back to Nanjing and transfer him to the Central Military Prison.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",军政部决定将邓铭远押解回南京移交至中央军人监狱,英语
51581,电视剧8 EP12,กระทรวงกลาโหมตัดสินใจว่า จะคุมตัวเติ้งหมิงหย่วนกลับหนานจิง ย้ายไปที่เรือนจำทหารกลาง,泰语,军政部决定将邓铭远押解回南京移交至中央军人监狱,กระทรวงกลาโหมตัดสินใจส่งตัวเติ้งหมิงหย่วนกลับหนานจิง เพื่อส่งมอบให้เรือนจำทหารกลาง,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",军政部决定将邓铭远押解回南京移交至中央军人监狱,泰语
51582,电视剧8 EP12,Mr. He ordered me to handle the relevant procedure in person.,英语,何部长命我来亲自来办理相关手续,Minister He has instructed me to personally handle the relevant procedures.,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",何部长命我来亲自来办理相关手续,英语
51583,电视剧8 EP12,รัฐมนตรีเหอสั่งให้ผมมา จัดทำเอกสารที่เกี่ยวข้องด้วยตัวเอง,泰语,何部长命我来亲自来办理相关手续,รัฐมนตรีเหอสั่งให้ฉันมาจัดการเรื่องเอกสารที่เกี่ยวข้องด้วยตัวเอง,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",何部长命我来亲自来办理相关手续,泰语
51584,电视剧8 EP12,Here is the handover paperwork.,英语,这个 移交文书,The transfer document.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",这个 移交文书,英语
51585,电视剧8 EP12,นี่คือ เอกสารเคลื่อนย้าย,泰语,这个 移交文书,นี่คือเอกสารส่งมอบ,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",这个 移交文书,泰语
51586,电视剧8 EP12,I got a call from Mr. He.,英语,我接到何部长电话了,I received a call from Minister He.,dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",我接到何部长电话了,英语
51587,电视剧8 EP12,ผมได้รับโทรศัพท์จากรัฐมนตรีเหอแล้ว,泰语,我接到何部长电话了,ผมได้รับโทรศัพท์จากรัฐมนตรีเหอแล้ว,dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",我接到何部长电话了,泰语
51588,电视剧8 EP12,Is there a verdict on Deng?,英语,邓的判决有结果了,There's a verdict in Deng's case.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",邓的判决有结果了,英语
51589,电视剧8 EP12,คำตัดสินของเติ้งได้ข้อสรุปแล้วเหรอ,泰语,邓的判决有结果了,คำตัดสินของเติ้งออกมาแล้ว,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",邓的判决有结果了,泰语
51590,电视剧8 EP12,"Not yet, but Navy Dept. has confirmed that he is linked with a leak case three years ago.",英语,目前还没有但是海军部已经查实他和三年前的一桩泄密案有关,"Not yet, but the Navy Department has confirmed his involvement in a leak case from three years ago.",dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",目前还没有但是海军部已经查实他和三年前的一桩泄密案有关,英语
51591,电视剧8 EP12,ตอนนี้ยังไม่มี แต่หน่วยบัญชาการนาวิกโยธินตรวจสอบแล้วว่า เขาเกี่ยวข้องกับ คดีรั่วไหลเมื่อสามปีก่อน,泰语,目前还没有但是海军部已经查实他和三年前的一桩泄密案有关,ตอนนี้ยังไม่มี แต่หน่วยบัญชาการนาวิกโยธินได้ตรวจสอบแล้วว่าเขาเกี่ยวข้องกับคดีรั่วไหลข้อมูลเมื่อสามปีก่อน,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",目前还没有但是海军部已经查实他和三年前的一桩泄密案有关,泰语
51592,电视剧8 EP12,His death penalty is only a matter of time.,英语,死刑只是时间早晚的问题,The death penalty is just a matter of time.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",死刑只是时间早晚的问题,英语
51593,电视剧8 EP12,โทษประหาร เป็นแค่เรื่องของเวลาเท่านั้น,泰语,死刑只是时间早晚的问题,โทษประหารชีวิตเป็นแค่เรื่องของเวลาที่จะมาถึงไม่ช้าก็เร็วเท่านั้น,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",死刑只是时间早晚的问题,泰语
51594,电视剧8 EP12,"Go, and handle procedures for the Warden.",英语,去跟着看守长办手续,Go with the warden to handle the formalities.,dev_p2_t0_rag_context_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",去跟着看守长办手续,英语
51595,电视剧8 EP12,ไป ไปทำเอกสารกับพัศดี,泰语,去跟着看守长办手续,ตามหัวหน้าผู้คุมไปทำเรื่อง,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",去跟着看守长办手续,泰语
51596,电视剧8 EP12,This is handover paperwork.,英语,这是交接文书,This is the handover document.,dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",这是交接文书,英语
51597,电视剧8 EP12,นี่คือเอกสารส่งมอบ,泰语,这是交接文书,นี่คือเอกสารส่งมอบ,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",这是交接文书,泰语
51598,电视剧8 EP12,He's even in the mood to paint.,英语,他还有心情画画,He's still in the mood to paint.,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",他还有心情画画,英语
51599,电视剧8 EP12,เขายังมีอารมณ์วาดรูปอีกเหรอ,泰语,他还有心情画画,เขายังมีอารมณ์วาดรูปอยู่เลย,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",他还有心情画画,泰语
51600,电视剧8 EP12,What kind of boat is it?,英语,画的什么船,What kind of boat is in the painting?,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",画的什么船,英语
51601,电视剧8 EP12,วาดเรืออะไร,泰语,画的什么船,วาดเรืออะไร,dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",画的什么船,泰语
51602,电视剧8 EP12,"Take him to verification, and make an inventory of his items.",英语,带他去验身清点下物品,Take him for a body search and check his belongings.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",带他去验身清点下物品,英语
51603,电视剧8 EP12,พาเขาไปตรวจร่างกาย จัดทำรายการสิ่งของ,泰语,带他去验身清点下物品,พาเขาไปตรวจร่างกายและเช็กสิ่งของหน่อย,dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",带他去验身清点下物品,泰语
51604,电视剧8 EP12,All his carry-on items are here.,英语,他就这点东西,That's all he's got.,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",他就这点东西,英语
51605,电视剧8 EP12,เขามีของแค่นี้,泰语,他就这点东西,เขาก็มีดีแค่นี้แหละ,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",他就这点东西,泰语
51606,电视剧8 EP12,"Comrade 037, I'm ordered by the Nanjing underground party to rescue you now.",英语,零三七同志我奉南京地下党组织命令来救你,"Comrade 037, I'm here to rescue you on orders from the Nanjing underground Party organization.",dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",零三七同志我奉南京地下党组织命令来救你,英语
51607,电视剧8 EP12,สหาย 037 ผมได้รับ คำสั่งจากองค์กรพรรคใต้ดินหนานจิง ให้มาช่วยคุณ,泰语,零三七同志我奉南京地下党组织命令来救你,สหาย 037 ฉันได้รับคำสั่งจากองค์กรพรรคใต้ดินหนานจิงให้มาช่วยคุณ,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",零三七同志我奉南京地下党组织命令来救你,泰语
51608,电视剧8 EP12,We'll take action before you're handed over to Nanjing.,英语,移交南京之前我们会动手,We'll make our move before the transfer to Nanjing.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",移交南京之前我们会动手,英语
51609,电视剧8 EP12,ก่อนเคลื่อนย้ายไปหนานจิง พวกเราจะลงมือ,泰语,移交南京之前我们会动手,ก่อนจะส่งมอบหนานจิง พวกเราจะลงมือก่อน,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",移交南京之前我们会动手,泰语
51610,电视剧8 EP12,The handcuff key will be delivered to you.,英语,手铐钥匙会送到你手里,The handcuff key will be delivered to you.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",手铐钥匙会送到你手里,英语
51611,电视剧8 EP12,กุญแจไขกุญแจมือจะถูกส่งไปถึงมือคุณ,泰语,手铐钥匙会送到你手里,กุญแจมือจะถูกส่งถึงมือนาย,dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",手铐钥匙会送到你手里,泰语
51612,电视剧8 EP12,The first yard time in tomorrow afternoon.,英语,明天午后第一次放风,The first outdoor break will be tomorrow afternoon.,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",明天午后第一次放风,英语
51613,电视剧8 EP12,พรุ่งนี้เดินเล่นรอบแรกหลังเที่ยง,泰语,明天午后第一次放风,พรุ่งนี้ตอนบ่ายจะปล่อยให้พักผ่อนเป็นครั้งแรก,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",明天午后第一次放风,泰语
51614,电视剧8 EP12,"You go near the southeast sentry post, which is a blind spot of the watchtower.",英语,东南角岗亭附近那里是瞭望塔的视线死角,The area near the guard post in the southeast corner is a blind spot from the watchtower.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",东南角岗亭附近那里是瞭望塔的视线死角,英语
51615,电视剧8 EP12,ใกล้กับป้อมรักษาการณ์มุมตะวันออกเฉัยงใต้ ที่นั่นคือ จุดบอดของหอสังเกตการณ์,泰语,东南角岗亭附近那里是瞭望塔的视线死角,บริเวณใกล้ป้อมยามตรงมุมตะวันออกเฉียงใต้ตรงนั้น เป็นจุดอับสายตาของหอสังเกตการณ์,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",东南角岗亭附近那里是瞭望塔的视线死角,泰语
51616,电视剧8 EP12,"A rope will be thrown down there, and when the guards are distracted, you must get rid of the man in the booth, and get over the wall.",英语,有人会扔下来一根绳子在狱警被吸引走之后你只要解决掉岗亭里那个人就能翻出围墙,"Someone will throw down a rope. After the guards are lured away, you just need to take out the person in the guard post, and you can climb over the wall.",dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",有人会扔下来一根绳子在狱警被吸引走之后你只要解决掉岗亭里那个人就能翻出围墙,英语
51617,电视剧8 EP12,จะมีคนโยนเชือกลงมาหนึ่งเส้น หลังจากผู้คุมถูกดึงดูดความสนใจไป ขอแค่คุณจัดการคนที่ อยู่ตรงป้อมรักษาการณ์ได้ ก็สามารถปีนข้ามกำแพงได้,泰语,有人会扔下来一根绳子在狱警被吸引走之后你只要解决掉岗亭里那个人就能翻出围墙,จะมีคนโยนเชือกลงมาเส้นหนึ่ง หลังจากที่ผู้คุมถูกล่อความสนใจไปแล้ว นายแค่จัดการคนในป้อมยามคนนั้น ก็จะสามารถปีนข้ามกำแพงออกไปได้,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",有人会扔下来一根绳子在狱警被吸引走之后你只要解决掉岗亭里那个人就能翻出围墙,泰语
51618,电视剧8 EP12,Our comrade will meet you outside.,英语,我们的同志就在外面接应你,Our comrades are waiting outside to assist you.,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",我们的同志就在外面接应你,英语
51619,电视剧8 EP12,สหายของเรา จะไปรับคุณที่ด้านนอก,泰语,我们的同志就在外面接应你,พวกพ้องของเรากำลังรอรับคุณอยู่ข้างนอก,dev_p2_t0_rag_context_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",我们的同志就在外面接应你,泰语
51620,电视剧8 EP13,This is Lanhe Restaurant who called the pawnshop.,英语,兰和料理店往当铺打电话的就是这儿,The call from Lanhe Restaurant to the pawnshop was made from here.,dev_p2_t0_rag_context_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",兰和料理店往当铺打电话的就是这儿,英语
51621,电视剧8 EP13,ร้านอาหารหลันเหอ ที่โรงรับจำนำโทรศัพท์ไป ก็คือที่นี่,泰语,兰和料理店往当铺打电话的就是这儿,ร้านอาหารหลานเหอ ที่โทรไปหาโรงรับจำนำก็คือที่นี่,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",兰和料理店往当铺打电话的就是这儿,泰语
51622,电视剧8 EP13,I've been here before.,英语,我来过这家店,I've been to this store before.,dev_p2_t0_rag_context_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",我来过这家店,英语
