编号,片段名,文本,语言,中文,label,音频路径,answer
59014,电视剧9 EP13,,英语,听我的回去休息去,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_08_10,360_00_08_11,680.wav",
59015,电视剧9 EP13,,马来语,你是不是觉得你自己长大了,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_08_12,160_00_08_13,800.wav",
59016,电视剧9 EP13,,英语,你是不是觉得你自己长大了,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_08_12,160_00_08_13,800.wav",
59017,电视剧9 EP13,,马来语,你是不是觉得,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_08_13,800_00_08_14,519.wav",
59018,电视剧9 EP13,,英语,你是不是觉得,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_08_13,800_00_08_14,519.wav",
59019,电视剧9 EP13,,马来语,我一会再跟你说,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_08_18,240_00_08_19,120.wav",
59020,电视剧9 EP13,,英语,我一会再跟你说,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_08_18,240_00_08_19,120.wav",
59021,电视剧9 EP13,,马来语,兰香姐你怎么来了,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_08_24,399_00_08_27,160.wav",
59022,电视剧9 EP13,,英语,兰香姐你怎么来了,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_08_24,399_00_08_27,160.wav",
59023,电视剧9 EP13,,马来语,我来看看你们啊,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_08_27,399_00_08_28,959.wav",
59024,电视剧9 EP13,,英语,我来看看你们啊,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_08_27,399_00_08_28,959.wav",
59025,电视剧9 EP13,,马来语,这是云阶吧,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_08_31,199_00_08_32,519.wav",
59026,电视剧9 EP13,,英语,这是云阶吧,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_08_31,199_00_08_32,519.wav",
59027,电视剧9 EP13,,马来语,都长这么高了,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_08_32,879_00_08_34,120.wav",
59028,电视剧9 EP13,,英语,都长这么高了,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_08_32,879_00_08_34,120.wav",
59029,电视剧9 EP13,,马来语,明天哎叫表姑,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_08_34,120_00_08_35,920.wav",
59030,电视剧9 EP13,,英语,明天哎叫表姑,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_08_34,120_00_08_35,920.wav",
59031,电视剧9 EP13,,马来语,哪个表姑啊,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_08_36,999_00_08_37,759.wav",
59032,电视剧9 EP13,,英语,哪个表姑啊,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_08_36,999_00_08_37,759.wav",
59033,电视剧9 EP13,,马来语,我把你从一岁看到三岁,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_08_38,519_00_08_40,320.wav",
59034,电视剧9 EP13,,英语,我把你从一岁看到三岁,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_08_38,519_00_08_40,320.wav",
59035,电视剧9 EP13,,马来语,你不记得啦,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_08_40,519_00_08_41,519.wav",
59036,电视剧9 EP13,,英语,你不记得啦,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_08_40,519_00_08_41,519.wav",
59037,电视剧9 EP13,,马来语,对兰香表姑嘛,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_08_41,960_00_08_43,560.wav",
59038,电视剧9 EP13,,英语,对兰香表姑嘛,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_08_41,960_00_08_43,560.wav",
59039,电视剧9 EP13,,马来语,晚上好不好,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_08_44,440_00_08_45,560_chinesetts.wav",
59040,电视剧9 EP13,,英语,晚上好不好,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_08_44,440_00_08_45,560_chinesetts.wav",
59041,电视剧9 EP13,,马来语,快请进门兄弟,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_08_47,399_00_08_48,639_chinesetts.wav",
59042,电视剧9 EP13,,英语,快请进门兄弟,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_08_47,399_00_08_48,639_chinesetts.wav",
59043,电视剧9 EP13,,马来语,你们家都没变啊,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_08_54,080_00_08_55,320.wav",
59044,电视剧9 EP13,,英语,你们家都没变啊,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_08_54,080_00_08_55,320.wav",
59045,电视剧9 EP13,,马来语,那我来对了,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_09_04,679_00_09_05,519.wav",
59046,电视剧9 EP13,,英语,那我来对了,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_09_04,679_00_09_05,519.wav",
59047,电视剧9 EP13,,马来语,让我逮着机会让我姐屁颠儿屁颠儿的跟在我屁股后头一合,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_09_15,279_00_09_21,200.wav",
59048,电视剧9 EP13,,英语,让我逮着机会让我姐屁颠儿屁颠儿的跟在我屁股后头一合,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_09_15,279_00_09_21,200.wav",
59049,电视剧9 EP13,,马来语,你姐也不容易啊这么大岁数怀二胎,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_09_22,399_00_09_25,840.wav",
59050,电视剧9 EP13,,英语,你姐也不容易啊这么大岁数怀二胎,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_09_22,399_00_09_25,840.wav",
59051,电视剧9 EP13,,马来语,我姐确实挺不容易的,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_09_26,159_00_09_27,840.wav",
59052,电视剧9 EP13,,英语,我姐确实挺不容易的,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_09_26,159_00_09_27,840.wav",
59053,电视剧9 EP13,,马来语,那我容易了吗,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_09_30,759_00_09_31,879.wav",
59054,电视剧9 EP13,,英语,那我容易了吗,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_09_30,759_00_09_31,879.wav",
59055,电视剧9 EP13,,马来语,从小到大我吃我姐吃剩下的用我姐用剩下的穿我姐穿剩下的,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_09_32,200_00_09_37,159.wav",
59056,电视剧9 EP13,,英语,从小到大我吃我姐吃剩下的用我姐用剩下的穿我姐穿剩下的,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_09_32,200_00_09_37,159.wav",
59057,电视剧9 EP13,,马来语,这次我要把这些统统都还回去,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_09_37,519_00_09_39,679.wav",
59058,电视剧9 EP13,,英语,这次我要把这些统统都还回去,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_09_37,519_00_09_39,679.wav",
59059,电视剧9 EP13,,马来语,我一直以为你心挺大的没想到你还吃你姐的醋啊,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_09_40,320_00_09_44,560.wav",
59060,电视剧9 EP13,,英语,我一直以为你心挺大的没想到你还吃你姐的醋啊,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_09_40,320_00_09_44,560.wav",
59061,电视剧9 EP13,,马来语,这不叫吃醋,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_09_44,799_00_09_46,039.wav",
59062,电视剧9 EP13,,英语,这不叫吃醋,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_09_44,799_00_09_46,039.wav",
59063,电视剧9 EP13,,马来语,我小时候受的委屈可太多了,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_09_49,799_00_09_52,840.wav",
59064,电视剧9 EP13,,英语,我小时候受的委屈可太多了,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_09_49,799_00_09_52,840.wav",
59065,电视剧9 EP13,,马来语,我和你爸从小可没亏着你啊,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_09_54,799_00_09_57,039.wav",
59066,电视剧9 EP13,,英语,我和你爸从小可没亏着你啊,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_09_54,799_00_09_57,039.wav",
59067,电视剧9 EP13,,马来语,那我受的委屈都是你和爸不在我和我姐跟前儿的时候受的,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_09_57,519_00_10_01,759.wav",
59068,电视剧9 EP13,,英语,那我受的委屈都是你和爸不在我和我姐跟前儿的时候受的,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_09_57,519_00_10_01,759.wav",
59069,电视剧9 EP13,,马来语,现在想一想那都不叫委屈,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_10_03,159_00_10_05,999.wav",
59070,电视剧9 EP13,,英语,现在想一想那都不叫委屈,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_10_03,159_00_10_05,999.wav",
59071,电视剧9 EP13,,马来语,那应该叫压榨欺负甚至是霸凌,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_10_06,600_00_10_10,679.wav",
59072,电视剧9 EP13,,英语,那应该叫压榨欺负甚至是霸凌,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_10_06,600_00_10_10,679.wav",
59073,电视剧9 EP13,,马来语,要不怎么管得住你呀,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_10_10,919_00_10_12,519.wav",
59074,电视剧9 EP13,,英语,要不怎么管得住你呀,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_10_10,919_00_10_12,519.wav",
59075,电视剧9 EP13,,马来语,你看啊这个云阶管熊就管的挺好的,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_10_18,720_00_10_22,120.wav",
59076,电视剧9 EP13,,英语,你看啊这个云阶管熊就管的挺好的,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_10_18,720_00_10_22,120.wav",
59077,电视剧9 EP13,,马来语,将来我要教教我肚子里的老二让他好好管一管我姐肚子里的老二,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_10_22,440_00_10_29,200.wav",
59078,电视剧9 EP13,,英语,将来我要教教我肚子里的老二让他好好管一管我姐肚子里的老二,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_10_22,440_00_10_29,200.wav",
59079,电视剧9 EP13,,马来语,老二肚子里的老二要管老大肚子里的老二,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_10_33,399_00_10_37,120.wav",
59080,电视剧9 EP13,,英语,老二肚子里的老二要管老大肚子里的老二,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_10_33,399_00_10_37,120.wav",
59081,电视剧9 EP13,,马来语,这是我听到过最奇葩的胎教,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_10_38,679_00_10_41,720.wav",
59082,电视剧9 EP13,,英语,这是我听到过最奇葩的胎教,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_10_38,679_00_10_41,720.wav",
59083,电视剧9 EP13,,马来语,云杰啊我把你从一岁带到三岁,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_10_44,840_00_10_48,120.wav",
59084,电视剧9 EP13,,英语,云杰啊我把你从一岁带到三岁,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_10_44,840_00_10_48,120.wav",
59085,电视剧9 EP13,,马来语,你真不记得我啦,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_10_48,279_00_10_49,679.wav",
59086,电视剧9 EP13,,英语,你真不记得我啦,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_10_48,279_00_10_49,679.wav",
59087,电视剧9 EP13,,马来语,我当时才三岁,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_10_50,519_00_10_51,759.wav",
59088,电视剧9 EP13,,英语,我当时才三岁,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_10_50,519_00_10_51,759.wav",
59089,电视剧9 EP13,,马来语,怎么可能记得,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_10_51,759_00_10_53,080.wav",
59090,电视剧9 EP13,,英语,怎么可能记得,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_10_51,759_00_10_53,080.wav",
59091,电视剧9 EP13,,马来语,你说你们家这么多年还真是一点都没变啊,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_11_03,240_00_11_07,200.wav",
59092,电视剧9 EP13,,英语,你说你们家这么多年还真是一点都没变啊,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_11_03,240_00_11_07,200.wav",
59093,电视剧9 EP13,,马来语,小姑我们马上就要搬家了,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_11_07,919_00_11_09,840.wav",
59094,电视剧9 EP13,,英语,小姑我们马上就要搬家了,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_11_07,919_00_11_09,840.wav",
59095,电视剧9 EP13,,马来语,江景大平层,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_11_09,840_00_11_10,879.wav",
59096,电视剧9 EP13,,英语,江景大平层,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_11_09,840_00_11_10,879.wav",
59097,电视剧9 EP13,,马来语,来你到这边来给我递东西,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_11_15,799_00_11_17,799.wav",
59098,电视剧9 EP13,,英语,来你到这边来给我递东西,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_11_15,799_00_11_17,799.wav",
59099,电视剧9 EP13,,马来语,来这个给你,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_11_19,360_00_11_20,200.wav",
59100,电视剧9 EP13,,英语,来这个给你,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_11_19,360_00_11_20,200.wav",
59101,电视剧9 EP13,,马来语,我听孩子喊表姑,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_11_25,720_00_11_27,159.wav",
59102,电视剧9 EP13,,英语,我听孩子喊表姑,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_11_25,720_00_11_27,159.wav",
59103,电视剧9 EP13,,马来语,兰香兰香姐来了,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_11_28,560_00_11_30,519.wav",
59104,电视剧9 EP13,,英语,兰香兰香姐来了,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_11_28,560_00_11_30,519.wav",
59105,电视剧9 EP13,,马来语,不是已经跟他说不用来了吗,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_11_33,519_00_11_35,200.wav",
59106,电视剧9 EP13,,英语,不是已经跟他说不用来了吗,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_11_33,519_00_11_35,200.wav",
59107,电视剧9 EP13,,马来语,怎么又来了,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_11_35,200_00_11_36,200.wav",
59108,电视剧9 EP13,,英语,怎么又来了,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_11_35,200_00_11_36,200.wav",
59109,电视剧9 EP13,,马来语,你没给你姐打电话吗,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_11_36,600_00_11_37,999.wav",
59110,电视剧9 EP13,,英语,你没给你姐打电话吗,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_11_36,600_00_11_37,999.wav",
59111,电视剧9 EP13,,马来语,我跟他说了呀,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_11_38,200_00_11_39,360.wav",
59112,电视剧9 EP13,,英语,我跟他说了呀,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_11_38,200_00_11_39,360.wav",
59113,电视剧9 EP13,,马来语,那这怎么回事啊,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_11_39,919_00_11_41,320.wav",
59114,电视剧9 EP13,,英语,那这怎么回事啊,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_11_39,919_00_11_41,320.wav",
59115,电视剧9 EP13,,马来语,我再打一个,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_11_41,399_00_11_42,279.wav",
59116,电视剧9 EP13,,英语,我再打一个,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_11_41,399_00_11_42,279.wav",
59117,电视剧9 EP13,,马来语,兰香去你家了,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_11_51,759_00_11_52,999.wav",
59118,电视剧9 EP13,,英语,兰香去你家了,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_11_51,759_00_11_52,999.wav",
59119,电视剧9 EP13,,马来语,姐姐夫不是跟你说过了吗不让你介绍兰香姐到这儿来,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_11_54,200_00_11_59,120.wav",
59120,电视剧9 EP13,,英语,姐姐夫不是跟你说过了吗不让你介绍兰香姐到这儿来,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_11_54,200_00_11_59,120.wav",
59121,电视剧9 EP13,,马来语,你姐夫说不让你也没说不要啊,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_11_59,519_00_12_02,799.wav",
59122,电视剧9 EP13,,英语,你姐夫说不让你也没说不要啊,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_11_59,519_00_12_02,799.wav",
59123,电视剧9 EP13,,马来语,孟安不是答应说给问问吗,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_12_03,639_00_12_05,919.wav",
59124,电视剧9 EP13,,英语,孟安不是答应说给问问吗,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_12_03,639_00_12_05,919.wav",
59125,电视剧9 EP13,,马来语,我再跟你说一遍,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_12_08,120_00_12_09,519.wav",
59126,电视剧9 EP13,,英语,我再跟你说一遍,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_12_08,120_00_12_09,519.wav",
59127,电视剧9 EP13,,马来语,孟欣家里她不需要她不缺人哪,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_12_09,639_00_12_12,159.wav",
59128,电视剧9 EP13,,英语,孟欣家里她不需要她不缺人哪,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_12_09,639_00_12_12,159.wav",
59129,电视剧9 EP13,,马来语,那个大姐要不然这样,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_12_13,960_00_12_16,320.wav",
59130,电视剧9 EP13,,英语,那个大姐要不然这样,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_12_13,960_00_12_16,320.wav",
59131,电视剧9 EP13,,马来语,让兰香表姐先住家里头,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_12_16,639_00_12_19,480.wav",
59132,电视剧9 EP13,,英语,让兰香表姐先住家里头,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_12_16,639_00_12_19,480.wav",
59133,电视剧9 EP13,,马来语,工作的事儿再慢慢找,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_12_19,879_00_12_21,639.wav",
59134,电视剧9 EP13,,英语,工作的事儿再慢慢找,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_12_19,879_00_12_21,639.wav",
59135,电视剧9 EP13,,马来语,这还是孟安会办事儿,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_12_23,639_00_12_25,519.wav",
59136,电视剧9 EP13,,英语,这还是孟安会办事儿,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_12_23,639_00_12_25,519.wav",
59137,电视剧9 EP13,,马来语,我跟你说呀这个兰香特别不容易,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_12_25,960_00_12_29,360.wav",
59138,电视剧9 EP13,,英语,我跟你说呀这个兰香特别不容易,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_12_25,960_00_12_29,360.wav",
59139,电视剧9 EP13,,马来语,咱们呢能帮就帮一下呗,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_12_29,679_00_12_32,360.wav",
59140,电视剧9 EP13,,英语,咱们呢能帮就帮一下呗,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_12_29,679_00_12_32,360.wav",
59141,电视剧9 EP13,,马来语,真的先留下,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_12_42,799_00_12_43,720.wav",
59142,电视剧9 EP13,,英语,真的先留下,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_12_42,799_00_12_43,720.wav",
59143,电视剧9 EP13,,马来语,今天肯定走不了了吧,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_12_45,360_00_12_47,519.wav",
59144,电视剧9 EP13,,英语,今天肯定走不了了吧,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_12_45,360_00_12_47,519.wav",
59145,电视剧9 EP13,,马来语,那我去准备一下,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_12_52,279_00_12_53,279.wav",
59146,电视剧9 EP13,,英语,那我去准备一下,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_12_52,279_00_12_53,279.wav",
59147,电视剧9 EP13,,马来语,你说这么多年一点儿都不上年纪,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_13_09,240_00_13_11,399.wav",
59148,电视剧9 EP13,,英语,你说这么多年一点儿都不上年纪,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_13_09,240_00_13_11,399.wav",
59149,电视剧9 EP13,,马来语,云街都得十六了吧那你得四十多了,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_13_13,399_00_13_16,200.wav",
59150,电视剧9 EP13,,英语,云街都得十六了吧那你得四十多了,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_13_13,399_00_13_16,200.wav",
59151,电视剧9 EP13,,马来语,在我们那这你这个年纪过两年都能做姥姥了,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_13_16,999_00_13_20,720.wav",
59152,电视剧9 EP13,,英语,在我们那这你这个年纪过两年都能做姥姥了,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_13_16,999_00_13_20,720.wav",
59153,电视剧9 EP13,,马来语,你看你还这么年轻漂亮,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_13_20,840_00_13_23,159.wav",
59154,电视剧9 EP13,,英语,你看你还这么年轻漂亮,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_13_20,840_00_13_23,159.wav",
59155,电视剧9 EP13,,马来语,什么呀我才十四,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_13_23,519_00_13_25,320.wav",
59156,电视剧9 EP13,,英语,什么呀我才十四,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_13_23,519_00_13_25,320.wav",
59157,电视剧9 EP13,,马来语,我妈怎么就快做姥姥了,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_13_25,360_00_13_27,159.wav",
59158,电视剧9 EP13,,英语,我妈怎么就快做姥姥了,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_13_25,360_00_13_27,159.wav",
59159,电视剧9 EP13,,马来语,你表姑说的是虚岁,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_13_28,999_00_13_30,519.wav",
59160,电视剧9 EP13,,英语,你表姑说的是虚岁,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_13_28,999_00_13_30,519.wav",
59161,电视剧9 EP13,,马来语,我不要虚岁,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_13_31,159_00_13_32,159.wav",
59162,电视剧9 EP13,,英语,我不要虚岁,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_13_31,159_00_13_32,159.wav",
59163,电视剧9 EP13,,马来语,来来来坐坐坐坐,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_13_33,240_00_13_34,360.wav",
59164,电视剧9 EP13,,英语,来来来坐坐坐坐,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_13_33,240_00_13_34,360.wav",
59165,电视剧9 EP13,,马来语,你怎么样啊最近,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_13_37,999_00_13_39,519.wav",
59166,电视剧9 EP13,,英语,你怎么样啊最近,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_13_37,999_00_13_39,519.wav",
59167,电视剧9 EP13,,马来语,来春江是有什么打算,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_13_39,960_00_13_42,279.wav",
59168,电视剧9 EP13,,英语,来春江是有什么打算,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_13_39,960_00_13_42,279.wav",
59169,电视剧9 EP13,,马来语,这不你大侄儿还在上学吗,测试集a,"/alg_2025_audios_final/电视剧9 EP13/电视剧9 EP13_00_13_43,840_00_13_45,799.wav",
